"position" "polygyne_monogyne"
"72" 1563971 0.0617110395915767
"73" 1569549 0.100851012359119
"74" 1572941 -0.0507414374565729
"75" 1584156 -0.0896715107604696
"76" 1622104 -0.0077518106303686
"77" 1651706 -0.0124256444150694
"78" 1654299 0.000283010110893944
"79" 1663390 0.0100856407588139
"80" 1680769 -0.0179290034887515
"81" 1686962 0.0108860266858127
"82" 1697615 -0.00601743364466441
"83" 1713850 -0.00966439010060949
"84" 1722651 -0.048048359389287
"85" 1738622 0.0154791098419836
"86" 1744263 -0.0176955276492617
"87" 1762304 -0.0192143213733872
"88" 1772523 -0.0177547224091851
"89" 1805840 -0.151577451035747
"90" 1818884 -0.0466908415355209
"91" 1849030 0.096455717118308
"92" 1872234 -0.0077518106303686
"93" 1885133 -0.110526547697731
"94" 1889891 0.0474671077264692
"95" 1900377 -0.00410477615055479
"96" 1939734 0.0808261064044276
"97" 1985822 0.00652432071519073
"98" 1998588 -0.0116663414858086
"99" 2009974 -0.022126104150767
"100" 2022460 -0.018728431533529
"101" 2037283 -0.0303771805401874
"102" 2059805 0.00136718963623385
"103" 2068624 -0.0507414374565729
"104" 2078755 0.0226532766575932
"105" 2088577 0.0102398993068048
"106" 2104911 0.00159429709689842
"107" 2119752 -0.0127074392674167
"108" 2136451 0.0154791098419836
"109" 2199881 0.0267211355017744
"110" 2205847 0.182982846394568
"111" 2217951 0.0290902270413175
"112" 2220446 -0.0220687880607255
"113" 2242223 0.00201343415637434
"114" 2250590 -0.0399543351559212
"115" 2257613 0.0351473197203187
"116" 2270169 0.0946153347416581
"117" 2378671 -0.0437522089120995
"118" 2391093 -0.0305094226709729
"119" 2399239 -0.0279646996902607
"120" 2423652 0.143804328729074
"121" 2428252 -0.0179290034887515
"122" 2436708 0.0014130410009801
"123" 2454554 0.00429610046265692
"124" 2458104 -0.0180370941551818
"125" 2466265 -0.00196337622954007
"126" 2500303 0.00337611973844342
"127" 2507515 -0.0104681151122617
"128" 2529755 -0.0772933087372128
"129" 2571431 -0.0182380156292522
"130" 2597249 0.0534618123810124
"131" 2600484 0.0982805107061552
"132" 2615213 0.0255062757836508
"133" 2624070 -0.0149518983623411
"134" 2632488 -0.0139139584825668
"135" 2640975 -0.0497660703243329
"136" 2644486 0.00804088146631622
"137" 2655944 -0.00949793150718471
"138" 2661688 -0.0128974177815256
"139" 2686196 -0.0178152977227662
"140" 2687996 -0.0149518983623411
"141" 2698677 0.0779164627026863
"142" 2702115 0.0110257425142556
"143" 2750261 -0.0164450468818264
"144" 2759845 -0.0341910163595097
"145" 2767965 -0.0507414374565729
"146" 2774666 0.104119850187266
"147" 2787019 0.00117227500690866
"148" 2804925 -0.014621429095983
"149" 2822908 -0.0562366941519682
"150" 2823585 -0.0437522089120995
"151" 2850170 -0.0164450468818264
"152" 2853798 0.0880970877465564
"153" 2862242 -0.0245539086959421
"154" 2889477 -0.0413842880771293
"155" 2899378 -0.151379403196984
"156" 2905711 -0.0335906018804767
"157" 2911454 0.0382847057977077
"158" 2934594 -0.00280108183067804
"159" 2944661 -0.00196337622954007
"160" 2962154 -0.0179290034887515
"161" 2973359 -0.0179290034887515
"162" 2980196 0.244864892613531
"163" 2993841 -0.0518703000081363
"164" 2995166 -0.0235820628003629
"165" 3002760 -0.0192143213733872
"166" 3016248 -0.0497660703243329
"167" 3020995 0.0474671077264692
"168" 3029537 0.154585082957103
"169" 3039576 -0.0330456374189189
"170" 3048933 0.0602438992781516
"171" 3063447 0.0100856407588139
"172" 3071250 -0.0896715107604696
"173" 3088566 0.046860541969597
"174" 3115312 -0.0605325098362838
"175" 3123558 0.028078691413939
"176" 3128955 -0.00440660658770369
"177" 3155502 -0.0104681151122617
"178" 3167449 -0.00440660658770369
"179" 3175498 -0.100406297873212
"180" 3182683 -0.0066901667033854
"181" 3202202 -0.0399543351559212
"182" 3218273 0.202277709281216
"183" 3235181 0.0102398993068048
"184" 3257123 -0.0719079802997677
"185" 3265497 0.182982846394568
"186" 3272497 0.0293593811235437
"187" 3293994 0.00677635927227198
"188" 3350389 -0.0564071829455455
"189" 3391236 -0.0399543351559212
"190" 3403878 0.0581373550441627
"191" 3416867 0.0351473197203187
"192" 3438654 0.0946153347416581
"193" 3444951 -0.0198930902934799
"194" 3450056 -0.147432939680006
"195" 3466269 0.038748698365354
"196" 3492491 -0.0575083284931269
"197" 3507139 0.245322903978195
"198" 3554510 -0.100406297873212
"199" 3568429 -0.0896715107604696
"200" 3572883 0.0100856407588139
"201" 3605641 0.0456117724622146
"202" 3615533 0.2380277695477
"203" 3639130 0.000283010110893944
"204" 3646345 0.182982846394568
"205" 3670993 0.182982846394568
"206" 3692982 0.0577643330452319
"207" 3709329 -0.0146501113341952
"208" 3724794 -0.0457064416086229
"209" 3740325 -0.0179290034887515
"210" 3749722 0.0544215923866793
"211" 3751439 0.0461467655204413
"212" 3760629 -0.023354474829668
"213" 3774041 -0.0330456374189189
"214" 3779974 0.00804088146631622
"215" 3798451 -0.0877023601362037
"216" 3804867 0.0498098317575028
"217" 3840142 -0.0305094226709729
"218" 3865380 0.046860541969597
"219" 3899280 -0.0518703000081363
"220" 3904462 -0.151577451035747
"221" 3926768 0.136913305783101
"222" 3948454 -0.00847323198942508
"223" 3962041 0.071784890843198
"224" 3992426 0.120068097945188
"225" 4008317 0.182982846394568
"226" 4022457 -0.234302709847984
"227" 4034129 -0.0305957294003154
"228" 4063975 -0.0136300212969083
"229" 4074914 0.096455717118308
"230" 4083180 0.0160046485800512
"231" 4092654 0.0090753174223237
"232" 4104765 0.0115527067303497
"233" 4122815 -0.00364844712657806
"234" 4135151 0.00942166148181718
"235" 4156971 0.018522432199956
"236" 4266362 0.00677635927227198
"237" 4304050 -0.0260765467687006
"238" 4315257 -0.0772933087372128
"239" 4323256 -0.00847323198942508
"240" 4333874 0.0170742454285085
"241" 4350649 -0.0736824067954275
"242" 4359992 0.018522432199956
"243" 4373257 -0.0736824067954275
"244" 4386734 -0.0216084728102685
"245" 4410315 -0.0605325098362838
"246" 4422247 -0.145916184032173
"247" 4425004 0.00312902046854057
"248" 4443315 0.096455717118308
"249" 4461429 0.0602438992781516
"250" 4469998 0.0212472484567053
"251" 4516066 0.00677635927227198
"252" 4550853 -0.151577451035747
"253" 4570593 0.0808261064044276
"254" 4624627 -0.0536738898796039
"255" 4681858 -0.0192143213733872
"256" 4693148 -0.086426966292135
"257" 4728021 0.00289878293843927
"258" 4730069 -0.0066901667033854
"259" 4735737 -0.014621429095983
"260" 4751555 -0.0245745544038388
"261" 4765134 -0.0896715107604696
"262" 4789892 -0.00898583155316042
"263" 4803431 0.0880970877465564
"264" 4812489 0.144995226555041
"265" 4838606 0.00387002997710192
"266" 4865311 0.0481498911700687
"267" 4872059 -0.0507414374565729
"268" 4891028 -0.107073226777723
"269" 4929112 0.164451546512504
"270" 4934111 0.0544215923866793
"271" 4969271 -0.0772933087372128
"272" 4981435 0.0421408113807321
"273" 4982711 -0.0818350849414958
"274" 4993506 -0.0605325098362838
"275" 5000921 0.0388364135299973
"276" 5025749 -0.0562366941519682
"277" 5027419 0.0582697566290739
"278" 5036954 -0.0685991250432756
"279" 5045242 -0.0192143213733872
"280" 5055278 0.0653064023543127
"281" 5062751 0.038748698365354
"282" 5088852 0.071784890843198
"283" 5101923 0.171558524347177
"284" 5120687 0.046860541969597
"285" 5133426 0.0100856407588139
"286" 5139403 -0.0507414374565729
"287" 5148955 0.0739915086202067
"288" 5155573 0.00804088146631622
"289" 5164418 0.0180950282734818
"290" 5227819 -0.00727032385988111
"291" 5240227 0.00387002997710192
"292" 5256415 -0.0380994345303665
"293" 5266997 0.0170742454285085
"294" 5278657 -0.017458955851047
"295" 5289585 -0.0261070720423001
"296" 5302424 0.303680563416626
"297" 5314992 0.0122913984224381
"298" 5338601 -0.0260659866740501
"299" 5352075 -0.0326562668200754
"300" 5385056 -0.0162393757029719
"301" 5401133 -0.023354474829668
"302" 5418688 0.00833528658618563
"303" 5458190 -0.0248538946809847
"304" 5514803 -0.048048359389287
"305" 5528450 0.018522432199956
"306" 5551895 0.05721751054722
"307" 5556827 -0.0562366941519682
"308" 5573711 0.0292560180852261
"309" 5579554 -0.017458955851047
"310" 5597065 -0.0896715107604696
"311" 5618237 -0.00440660658770369
"312" 5644119 -0.0467217692666021
"313" 5652882 -0.0148639186456651
"314" 5684772 0.0354806629151713
"315" 5888342 0.00677635927227198
"316" 5939238 -0.0685991250432756
"317" 5941446 -0.0903748111050085
"318" 5990235 0.654248366013072
"319" 6002715 -0.0685991250432756
"320" 6020669 0.654248366013072
"321" 6038179 0.654248366013072
"322" 6053685 0.654248366013072
"323" 6069128 0.654248366013072
"324" 6098024 -0.0359932737139799
"325" 6115607 0.654248366013072
"326" 6204171 -0.0507414374565729
"327" 6235221 0.654248366013072
"328" 6295396 0.180346903413658
"329" 6313775 -0.0736824067954275
"330" 6318571 -0.00364844712657806
"331" 6375915 0.428185018542229
"332" 6379811 0.646079907695732
"333" 6396370 0.654248366013072
"334" 6422787 0.471780455906962
"335" 6449150 -0.0293461028385799
"336" 6522283 -0.0276520262285618
"337" 6548380 0.654248366013072
"338" 6564934 -0.0562366941519682
"339" 6588053 0.475338762174363
"340" 6602320 0.654248366013072
"341" 6690673 0.654248366013072
"342" 6752808 -0.0179290034887515
"343" 6782426 0.654248366013072
"344" 6805209 -0.0148217253160255
"345" 6828442 -0.0182380156292522
"346" 6859789 -0.0830809044618006
"347" 6868661 0.0330443219519501
"348" 6885165 0.0696482338253654
"349" 6888248 -0.00353501972801378
"350" 6891291 0.0696482338253654
"351" 6892838 -0.0147752607891847
"352" 6991636 -0.107073226777723
"353" 7002388 0.00510708179508217
"354" 7045706 -0.0564071829455455
"355" 7121708 -0.0100552524217951
"356" 7189740 -0.00980370578719328
"357" 7273392 -0.048048359389287
"358" 7277505 0.654248366013072
"359" 7288034 0.654248366013072
"360" 7297814 0.654248366013072
"361" 7308120 -0.0466908415355209
"362" 7328937 0.654248366013072
"363" 7355669 0.654248366013072
"364" 7384880 -0.219431592861864
"365" 7452682 -0.0564071829455455
"366" 7487938 0.323543672164567
"367" 7525095 -0.0260765467687006
"368" 7550793 0.654248366013072
"369" 7560838 -0.0418677150661921
"370" 7622323 -0.0719079802997677
"371" 7624701 0.0576828111462318
"372" 7636568 0.17116648106064
"373" 7643290 0.654248366013072
"374" 7651913 0.0466100943799966
"375" 7658388 0.12572994829128
"376" 7669951 0.383674040667159
"377" 7749832 -0.0279646996902607
"378" 7765459 0.654248366013072
"379" 7768459 0.654248366013072
"380" 7779486 0.068649482264816
"381" 7798117 -0.107073226777723
"382" 7826772 -0.145916184032173
"383" 7839972 -0.0202495800918037
"384" 7847350 -0.0449864614203781
"385" 7855671 -0.0137838349197837
"386" 7861993 0.654248366013072
"387" 7890160 -0.0743753565961098
"388" 7908093 -0.151577451035747
"389" 7933080 -0.151379403196984
"390" 7958190 0.250822578102747
"391" 7974746 0.585470950923013
"392" 7981429 -0.219431592861864
"393" 7993055 0.0150769955405642
"394" 7998933 -0.071803961625508
"395" 8005821 0.389872952926489
"396" 8022733 0.151567432031511
"397" 8030233 0.654248366013072
"398" 8048220 0.0113723721059062
"399" 8055670 0.654248366013072
"400" 8058938 -0.0137838349197837
"401" 8069510 -0.0288658784362684
"402" 8091917 0.654248366013072
"403" 8105072 0.654248366013072
"404" 8118288 -0.0903748111050085
"405" 8132704 0.654248366013072
"406" 8143164 -0.049382228026956
"407" 8211480 0.00857751340236468
"408" 8234031 -0.0497660703243329
"409" 8236872 0.240436870270895
"410" 8254895 0.654248366013072
"411" 8257666 0.669281045751634
"412" 8270716 -0.100406297873212
"413" 8293966 -0.0872064596787681
"414" 8305641 -0.130204890945142
"415" 8323302 -0.0421773203663488
"416" 8383068 -0.189689358889623
"417" 8391969 -0.0896715107604696
"418" 8395548 -0.0679737358196179
"419" 8579277 -0.0207896447523383
"420" 8582820 -0.151379403196984
"421" 8589730 0.0727313117036165
"422" 8611092 0.654248366013072
"423" 8648026 -0.100406297873212
"424" 8659951 0.096455717118308
"425" 8668479 -0.107182198722186
"426" 8678122 -0.174818241903503
"427" 8683514 -0.0180370941551818
"428" 8696522 -0.0345333817729784
"429" 8701204 0.654248366013072
"430" 8755037 -0.0124256444150694
"431" 8797026 0.169956513451257
"432" 8821208 -0.00188447526283163
"433" 8837120 0.0327061761034001
"434" 8839676 0.211417713152677
"435" 8862909 0.654248366013072
"436" 8870068 0.0658785024284033
"437" 8876606 -0.0773284168782829
"438" 8884181 -0.0818350849414958
"439" 8899068 0.596085775134024
"440" 8913480 -0.0518703000081363
"441" 8928385 -0.0421773203663488
"442" 8933558 -0.0818350849414958
"443" 8973234 -0.0377219126457696
"444" 8997654 0.654248366013072
"445" 9002080 0.00857751340236468
"446" 9016635 -0.110160287257028
"447" 9047662 0.501467331134964
"448" 9053319 0.00136718963623385
"449" 9075830 -0.0248987408273594
"450" 9095311 -0.0580304031725052
"451" 9102721 0.026877269331298
"452" 9115932 0.12572994829128
"453" 9126775 -0.110526547697731
"454" 9209125 0.0631793532358117
"455" 9362021 -0.0679737358196179
"456" 9371274 0.654248366013072
"457" 9389128 0.0955056179775281
"458" 9412036 -0.0679737358196179
"459" 9432167 -0.219431592861864
"460" 9452914 -0.0830809044618006
"461" 9457048 -0.00188447526283163
"462" 9466218 -0.0518703000081363
"463" 9473362 -0.117187397606017
"464" 9493245 0.654248366013072
"465" 9497983 -0.0685991250432756
"466" 9536494 -0.110526547697731
"467" 9555515 0.0576828111462318
"468" 9581407 0.26076730711997
"469" 9604234 -0.0685991250432756
"470" 9613458 0.199210227604563
"471" 9614977 -0.153016242340141
"472" 9625248 -0.141707984920469
"473" 9644635 0.654248366013072
"474" 9650927 -0.0359932737139799
"475" 9653743 0.596085775134024
"476" 9661583 0.654248366013072
"477" 9667208 0.654248366013072
"478" 9679230 0.0969992540923262
"479" 9688025 0.654248366013072
"480" 9695624 -0.0047330996022582
"481" 9702016 -0.049382228026956
"482" 9707994 0.654248366013072
"483" 9712670 -0.00755192373169909
"484" 9719359 0.654248366013072
"485" 9726174 0.654248366013072
"486" 9737440 -0.0896715107604696
"487" 9766001 -0.134584410834258
"488" 9779040 -0.00960922649697448
"489" 9799563 0.654248366013072
"490" 9817971 -0.0736824067954275
"491" 9826438 0.654248366013072
"492" 9830636 0.0177330804717573
"493" 9838161 -0.107182198722186
"494" 9857988 0.654248366013072
"495" 9872889 0.0739915086202067
"496" 9882979 -0.110526547697731
"497" 9896862 -0.117187397606017
"498" 9908730 0.654248366013072
"499" 10016669 -0.0305094226709729
"500" 10033916 0.62483660130719
"501" 10088638 0.218785662787688
"502" 10096967 -0.141707984920469
"503" 10099490 -0.0228495892739117
"504" 10144523 -0.0472815842941421
"505" 10150765 -0.0562366941519682
"506" 10167327 0.654248366013072
"507" 10197042 -0.0359932737139799
"508" 10220153 -0.0359932737139799
"509" 10242940 -0.111396968742343
"510" 10269133 -0.0685991250432756
"511" 10311332 0.0474671077264692
"512" 10320281 -0.0197587366513279
"513" 10334754 0.387568499167552
"514" 10352093 0.654248366013072
"515" 10410700 -0.145916184032173
"516" 10448710 0.0789309852248256
"517" 10470824 0.654248366013072
"518" 10475365 0.567995887493574
"519" 10488899 0.654248366013072
"520" 10501646 -0.151577451035747
"521" 10511087 0.156673905517263
"522" 10511723 -0.0736824067954275
"523" 10522666 -0.151379403196984
"524" 10526462 -0.100406297873212
"525" 10534869 -0.048048359389287
"526" 10543985 -0.0600268227878121
"527" 10553131 0.654248366013072
"528" 10555409 0.654248366013072
"529" 10581915 0.654248366013072
"530" 10594938 0.0179791609133304
"531" 10612833 0.0395361413206752
"532" 10778364 -0.0772933087372128
"533" 10840642 -0.0741937224327932
"534" 10844407 0.654248366013072
"535" 10853384 -0.110526547697731
"536" 10863687 0.654248366013072
"537" 10871820 0.046860541969597
"538" 10879662 0.654248366013072
"539" 10892810 0.654248366013072
"540" 10905968 0.654248366013072
"541" 10919209 0.654248366013072
"542" 10929256 0.62483660130719
"543" 10937168 0.00436732610105555
"544" 10973071 0.0281032264604841
"545" 10978684 0.217889402952192
"546" 11012102 -0.0233635394496281
"547" 11021854 -0.126341096199504
"548" 11115007 0.275713513188728
"549" 11131017 0.654248366013072
"550" 11167160 -0.0384506615277
"551" 11176388 0.407486673404276
"552" 11195008 0.0207017727549359
"553" 11203729 0.0270984798413748
"554" 11208221 -0.0341626134752373
"555" 11212261 -0.0685991250432756
"556" 11223188 0.449094514210178
"557" 11236888 0.0451213617109188
"558" 11278869 -0.0562366941519682
"559" 11288356 -0.0830809044618006
"560" 11298894 -0.0877023601362037
"561" 11312151 -0.0507414374565729
"562" 11328975 -0.0896715107604696
"563" 11333978 0.0422086904387838
"564" 11336160 0.120333502299553
"565" 11349924 -0.0511523084090886
"566" 11356607 -0.00929437750323413
"567" 11374233 0.654248366013072
"568" 11386682 0.0125679546036453
"569" 11396837 -0.0416523463317911
"570" 11421135 -0.0743753565961098
"571" 11422669 0.234714664686869
"572" 11447254 0.654248366013072
"573" 11459581 0.654248366013072
"574" 11465959 0.00493632397769773
"575" 11487738 -0.0580304031725052
"576" 11494765 0.654248366013072
"577" 11510077 -0.0685991250432756
"578" 11523092 0.654248366013072
"579" 11554440 -0.110526547697731
"580" 11594330 -0.151379403196984
"581" 11797873 -0.0261070720423001
"582" 11803638 0.137799777282989
"583" 11807668 -0.107283542630535
"584" 11881995 -0.110526547697731
"585" 11896733 -0.100406297873212
"586" 11900798 -0.219431592861864
"587" 11951974 -0.0698078547879939
"588" 11968467 -0.0575083284931269
"589" 11977677 -0.0536738898796039
"590" 11988681 0.654248366013072
"591" 12079936 0.669281045751634
"592" 12085620 -0.151379403196984
"593" 12102713 0.654248366013072
"594" 12110671 0.511390123166582
"595" 12113105 -0.0359821182299338
"596" 12131085 -0.0685991250432756
"597" 12139678 0.0270984798413748
"598" 12148521 -0.151577451035747
"599" 12155071 -0.0698078547879939
"600" 12176466 0.654248366013072
"601" 12178475 -0.0245745544038388
"602" 12188352 -0.0970853426680702
"603" 12207644 -0.204560475875743
"604" 12220450 0.327379508370063
"605" 12235071 -0.145916184032173
"606" 12331649 -0.0653802963314704
"607" 12353822 -0.0399543351559212
"608" 12368484 0.654248366013072
"609" 12400954 -0.111396968742343
"610" 12592338 0.262972754644929
"611" 12625056 0.100507913355191
"612" 13304826 -0.0267285205368983
"613" 13307733 -0.0580304031725052
"614" 13313088 0.654248366013072
"615" 13320286 0.669281045751634
"616" 13343161 0.120333502299553
"617" 13346247 0.654248366013072
"618" 13380906 -0.0421773203663488
"619" 13384350 -0.102748402731879
"620" 13416851 0.654248366013072
"621" 13432887 -0.0314031085431635
"622" 13474388 -0.0139645704307524
"623" 13479113 -0.234302709847984
"624" 13498512 0.654248366013072
"625" 13509002 0.654248366013072
"626" 13516987 0.654248366013072
"627" 13524160 0.654248366013072
"628" 13533656 -0.0851835813752082
"629" 13540981 -0.00410477615055479
"630" 13570010 0.0532257229477455
"631" 13576927 -0.110160287257028
"632" 13596061 0.012941163498291
"633" 13629335 0.654248366013072
"634" 13632944 -0.0421773203663488
"635" 13638875 0.669281045751634
"636" 13647645 0.119200567558226
"637" 13660337 0.654248366013072
"638" 13808457 0.068649482264816
"639" 13826877 0.654248366013072
"640" 13853503 -0.0472815842941421
"641" 13859273 0.654248366013072
"642" 13861848 -0.0356426125097639
"643" 13906992 0.654248366013072
"644" 13924501 -0.145916184032173
"645" 13942351 -0.0877023601362037
"646" 13949154 0.654248366013072
"647" 13956109 -0.0896715107604696
"648" 13969896 0.654248366013072
"649" 13986353 -0.0719079802997677
"650" 13993611 0.283614060814127
"651" 14023512 0.654248366013072
"652" 14029133 0.324555060957644
"653" 14038696 0.654248366013072
"654" 14050664 -0.0773284168782829
"655" 14067255 0.0557331867091724
"656" 14075433 -0.153016242340141
"657" 14089954 0.654248366013072
"658" 14097644 0.654248366013072
"659" 14113237 0.654248366013072
"660" 14125547 0.669281045751634
"661" 14135596 0.654248366013072
"662" 14149520 0.0504075787618419
"663" 14152931 -0.204560475875743
"664" 14162829 0.170149304319827
"665" 14262428 0.654248366013072
"666" 14283877 -0.159947124917383
"667" 14332512 -0.151577451035747
"668" 14343531 0.0260678638242575
"669" 14352347 -0.0246847013987932
"670" 14374010 -0.0896715107604696
"671" 14379345 0.058659438836382
"672" 14391558 0.0100856407588139
"673" 14397165 0.654248366013072
"674" 14407126 -0.0715233813833824
"675" 14414290 -0.145916184032173
"676" 14421554 -0.0420987846666132
"677" 14429598 0.308567220571322
"678" 14443398 -0.0507414374565729
"679" 14461428 -0.0632168267174682
"680" 14508573 0.654248366013072
"681" 14553974 -0.0715233813833824
"682" 14562187 -0.0872064596787681
"683" 14565510 -0.145916184032173
"684" 14597445 0.164207412411086
"685" 14603368 0.654248366013072
"686" 14633324 0.654248366013072
"687" 14639725 0.62483660130719
"688" 14647063 -0.0856980157647249
"689" 14656518 -0.0180370941551818
"690" 14683471 0.026877269331298
"691" 14709452 -0.0580304031725052
"692" 14725530 -0.0502241832050157
"693" 14732882 0.654248366013072
"694" 14738569 0.245090250377759
"695" 14775384 0.090832014018045
"696" 14784917 -0.00898583155316042
"697" 14804183 0.0562575559803881
"698" 14814214 0.125317235542343
"699" 14820246 -0.0669067316969406
"700" 14960022 0.654248366013072
"701" 15005293 0.654248366013072
"702" 15012608 0.654248366013072
"703" 15020845 -0.0685991250432756
"704" 15028001 -0.0632168267174682
"705" 15035709 0.266928581733269
"706" 15051956 0.654248366013072
"707" 15063090 -0.0202495800918037
"708" 15070408 -0.0877023601362037
"709" 15077548 -0.0827644382539986
"710" 15086066 0.654248366013072
"711" 15375277 -0.0181399756328685
"712" 15389478 0.00201343415637434
"713" 15395980 -0.0851835813752082
"714" 15507171 -0.0142983035910993
"715" 15518344 0.096455717118308
"716" 15534405 0.596085775134024
"717" 15564865 0.0795030317621471
"718" 15575074 0.654248366013072
"719" 15582045 -0.0632168267174682
"720" 15590037 0.150595489048488
"721" 15603595 0.487691855768525
"722" 15608477 -0.0357092916690558
"723" 15634307 0.33257250484605
"724" 15658458 -0.0830809044618006
"725" 15670308 0.612824905242996
"726" 15688640 0.205987876174726
"727" 15705473 0.0859905510269026
"728" 15718750 -0.107073226777723
"729" 15771822 -0.0564071829455455
"730" 15793793 -0.0213908511991788
"731" 15836536 0.669281045751634
"732" 15850300 0.102135763989809
"733" 15856549 0.654248366013072
"734" 15867940 -0.086426966292135
"735" 15877558 -0.0472815842941421
"736" 15908304 -0.153016242340141
"737" 15933343 0.293283497048568
"738" 15943842 -0.0279046318765347
"739" 15951567 -0.0597402112168868
"740" 15964978 0.0270984798413748
"741" 15972071 0.0150769955405642
"742" 16000402 -0.0818350849414958
"743" 16013347 0.0429943345430624
"744" 16023389 0.21440610157285
"745" 16033465 -0.0077518106303686
"746" 16037729 -0.0679737358196179
"747" 16046032 -0.0877023601362037
"748" 16061795 0.33257250484605
"749" 16065621 0.0581373550441627
"750" 16080515 -0.0276520262285618
"751" 16082797 0.654248366013072
"752" 16111162 0.654248366013072
"753" 16134413 -0.0632168267174682
"754" 16165308 0.62483660130719
"755" 16187362 0.654248366013072
"756" 16196203 -0.0418677150661921
"757" 16205366 0.520898657817338
"758" 16223813 -0.100406297873212
"759" 16232561 0.576716798193632
"760" 16242460 -0.0120995680936416
"761" 16247090 -0.034857916398094
"762" 16253717 -0.0413842880771293
"763" 16266616 0.654248366013072
"764" 16270283 -0.0276520262285618
"765" 16282752 -0.0575083284931269
"766" 16899927 -0.00578516119363929
"767" 16912403 -0.0507414374565729
"768" 17082293 -0.00949793150718471
"769" 17401541 0.654248366013072
"770" 17462133 0.654248366013072
"771" 17616287 0.182982846394568
"772" 17820743 0.0967362891736809
"773" 17846426 -0.0149381083310952
"774" 17877450 0.462245722258941
"775" 18096494 0.282470441360065
"776" 18128781 0.324258254941194
"777" 18134465 0.669281045751634
"778" 18165265 -0.153016242340141
"779" 18180751 -0.0605325098362838
"780" 18184675 0.654248366013072
"781" 18195226 -0.0970853426680702
"782" 18201461 -0.0325070675990159
"783" 18209583 -0.0698078547879939
"784" 18215418 -0.0556458406230966
"785" 18225461 0.0787425394815925
"786" 18233595 0.654248366013072
"787" 18243385 0.0787425394815925
"788" 18253756 -0.0430105000234978
"789" 18400993 0.654248366013072
"790" 18413383 -0.0970853426680702
"791" 18417806 -0.151577451035747
"792" 18429795 0.654248366013072
"793" 18441837 -0.0472815842941421
"794" 18477733 0.15302567842623
"795" 18497418 0.255512878835545
"796" 18506613 0.0680138830847669
"797" 18524034 -0.0564071829455455
"798" 18753257 0.308567220571322
"799" 18764856 0.449094514210178
"800" 18771395 0.654248366013072
"801" 18775027 -0.107073226777723
"802" 18792820 0.654248366013072
"803" 18816766 -0.0467217692666021
"804" 18826953 0.0611916343888735
"805" 18837349 0.654248366013072
"806" 18839274 -0.111396968742343
"807" 18847784 -0.086426966292135
"808" 18855689 0.451409422432486
"809" 18867260 -0.0632168267174682
"810" 18876359 0.654248366013072
"811" 18884346 -0.0679737358196179
"812" 18907158 0.654248366013072
"813" 18918951 -0.0223224447595252
"814" 18949345 -0.071803961625508
"815" 18987243 0.654248366013072
"816" 19004376 -0.0736824067954275
"817" 19013530 -0.0583467677541262
"818" 19039980 0.0677249413465366
"819" 19073035 -0.0507414374565729
